Namespace(batch_size=20, dataset_path='ModelNet40', dataset_type='modelnet', device='cuda:0', emb_dims=1024, epochs=200, eval=False, exp_name='exp_ipcrnet', num_points=1024, optimizer='Adam', pointnet='tune', pretrained='', resume='', seed=1234, start_epoch=0, symfn='max', workers=4)
EPOCH:: 1, Traininig Loss: 0.132034, Testing Loss: 0.113057, Best Loss: 0.113057
EPOCH:: 148, Traininig Loss: 0.067837, Testing Loss: 0.065485, Best Loss: 0.017289
EPOCH:: 149, Traininig Loss: 0.066247, Testing Loss: 0.068113, Best Loss: 0.017289
EPOCH:: 150, Traininig Loss: 0.067933, Testing Loss: 0.065105, Best Loss: 0.017289
EPOCH:: 151, Traininig Loss: 0.065855, Testing Loss: 0.064639, Best Loss: 0.017289
EPOCH:: 152, Traininig Loss: 0.066654, Testing Loss: 0.070741, Best Loss: 0.017289
EPOCH:: 153, Traininig Loss: 0.066591, Testing Loss: 0.064588, Best Loss: 0.017289
EPOCH:: 154, Traininig Loss: 0.060339, Testing Loss: 0.061429, Best Loss: 0.017289
EPOCH:: 155, Traininig Loss: 0.061685, Testing Loss: 0.057667, Best Loss: 0.017289
EPOCH:: 156, Traininig Loss: 0.071250, Testing Loss: 0.064288, Best Loss: 0.017289
EPOCH:: 157, Traininig Loss: 0.106632, Testing Loss: 0.084811, Best Loss: 0.017289
EPOCH:: 158, Traininig Loss: 0.083257, Testing Loss: 0.079746, Best Loss: 0.017289
EPOCH:: 159, Traininig Loss: 0.080007, Testing Loss: 0.077464, Best Loss: 0.017289
EPOCH:: 160, Traininig Loss: 0.077360, Testing Loss: 0.074688, Best Loss: 0.017289
EPOCH:: 161, Traininig Loss: 0.075625, Testing Loss: 0.073910, Best Loss: 0.017289
EPOCH:: 162, Traininig Loss: 0.075468, Testing Loss: 0.074161, Best Loss: 0.017289
EPOCH:: 163, Traininig Loss: 0.073686, Testing Loss: 0.072340, Best Loss: 0.017289
EPOCH:: 164, Traininig Loss: 0.084558, Testing Loss: 0.077605, Best Loss: 0.017289
EPOCH:: 165, Traininig Loss: 0.075914, Testing Loss: 0.073363, Best Loss: 0.017289
EPOCH:: 166, Traininig Loss: 0.073102, Testing Loss: 0.072103, Best Loss: 0.017289
EPOCH:: 167, Traininig Loss: 0.068739, Testing Loss: 0.067346, Best Loss: 0.017289
EPOCH:: 168, Traininig Loss: 0.065666, Testing Loss: 0.068959, Best Loss: 0.017289
EPOCH:: 169, Traininig Loss: 0.071427, Testing Loss: 0.069914, Best Loss: 0.017289
EPOCH:: 170, Traininig Loss: 0.069501, Testing Loss: 0.074415, Best Loss: 0.017289
EPOCH:: 171, Traininig Loss: 0.066508, Testing Loss: 0.066623, Best Loss: 0.017289
EPOCH:: 172, Traininig Loss: 0.066848, Testing Loss: 0.063161, Best Loss: 0.017289
EPOCH:: 173, Traininig Loss: 0.062455, Testing Loss: 0.063608, Best Loss: 0.017289
EPOCH:: 174, Traininig Loss: 0.067098, Testing Loss: 0.062732, Best Loss: 0.017289
EPOCH:: 175, Traininig Loss: 0.063088, Testing Loss: 0.057446, Best Loss: 0.017289
EPOCH:: 176, Traininig Loss: 0.099322, Testing Loss: 0.084470, Best Loss: 0.017289
EPOCH:: 177, Traininig Loss: 0.082811, Testing Loss: 0.077278, Best Loss: 0.017289
EPOCH:: 178, Traininig Loss: 0.078180, Testing Loss: 0.076911, Best Loss: 0.017289
EPOCH:: 179, Traininig Loss: 0.077092, Testing Loss: 0.074643, Best Loss: 0.017289
EPOCH:: 180, Traininig Loss: 0.075774, Testing Loss: 0.075513, Best Loss: 0.017289
EPOCH:: 181, Traininig Loss: 0.074817, Testing Loss: 0.074516, Best Loss: 0.017289
EPOCH:: 182, Traininig Loss: 0.074467, Testing Loss: 0.073850, Best Loss: 0.017289
EPOCH:: 183, Traininig Loss: 0.073365, Testing Loss: 0.073253, Best Loss: 0.017289
EPOCH:: 184, Traininig Loss: 0.098085, Testing Loss: 0.130011, Best Loss: 0.017289
EPOCH:: 185, Traininig Loss: 0.124823, Testing Loss: 0.119678, Best Loss: 0.017289
EPOCH:: 186, Traininig Loss: 0.111775, Testing Loss: 0.113932, Best Loss: 0.017289
EPOCH:: 187, Traininig Loss: 0.111354, Testing Loss: 0.109733, Best Loss: 0.017289
EPOCH:: 188, Traininig Loss: 0.111613, Testing Loss: 0.113106, Best Loss: 0.017289
EPOCH:: 189, Traininig Loss: 0.088431, Testing Loss: 0.082188, Best Loss: 0.017289
EPOCH:: 190, Traininig Loss: 0.078025, Testing Loss: 0.075767, Best Loss: 0.017289
EPOCH:: 191, Traininig Loss: 0.075403, Testing Loss: 0.072506, Best Loss: 0.017289
EPOCH:: 192, Traininig Loss: 0.081848, Testing Loss: 0.243384, Best Loss: 0.017289
EPOCH:: 193, Traininig Loss: 0.097957, Testing Loss: 0.081948, Best Loss: 0.017289
EPOCH:: 194, Traininig Loss: 0.081963, Testing Loss: 0.078019, Best Loss: 0.017289
EPOCH:: 195, Traininig Loss: 0.077585, Testing Loss: 0.075284, Best Loss: 0.017289
EPOCH:: 196, Traininig Loss: 0.075390, Testing Loss: 0.072978, Best Loss: 0.017289
EPOCH:: 197, Traininig Loss: 0.073288, Testing Loss: 0.071345, Best Loss: 0.017289
EPOCH:: 198, Traininig Loss: 0.071696, Testing Loss: 0.070100, Best Loss: 0.017289
EPOCH:: 199, Traininig Loss: 0.080471, Testing Loss: 0.074226, Best Loss: 0.017289
EPOCH:: 200, Traininig Loss: 0.079577, Testing Loss: 0.073731, Best Loss: 0.017289
