Namespace(batch_size=32, dataset_path='/home/cobra/vinit/pointnetARS/../../ModelNet40/ModelNet40', dataset_type='modelnet', detailed_output=False, device='cuda:0', emb_dims=1024, epochs=200, eval=False, exp_name='exp_pcn', num_points=1024, optimizer='Adam', pretrained='', resume='', seed=1234, start_epoch=0, workers=4)
EPOCH:: 1, Traininig Loss: 0.078061, Testing Loss: 0.059210, Best Loss: 0.059210
EPOCH:: 25, Traininig Loss: 0.035273, Testing Loss: 0.037256, Best Loss: 0.037123
EPOCH:: 26, Traininig Loss: 0.035148, Testing Loss: 0.037105, Best Loss: 0.037105
EPOCH:: 27, Traininig Loss: 0.035037, Testing Loss: 0.037022, Best Loss: 0.037022
EPOCH:: 28, Traininig Loss: 0.035063, Testing Loss: 0.037017, Best Loss: 0.037017
EPOCH:: 29, Traininig Loss: 0.034618, Testing Loss: 0.036711, Best Loss: 0.036711
EPOCH:: 30, Traininig Loss: 0.034599, Testing Loss: 0.036667, Best Loss: 0.036667
EPOCH:: 31, Traininig Loss: 0.034514, Testing Loss: 0.036553, Best Loss: 0.036553
EPOCH:: 32, Traininig Loss: 0.034311, Testing Loss: 0.036619, Best Loss: 0.036553
EPOCH:: 33, Traininig Loss: 0.034142, Testing Loss: 0.036545, Best Loss: 0.036545
EPOCH:: 34, Traininig Loss: 0.034254, Testing Loss: 0.036284, Best Loss: 0.036284
EPOCH:: 35, Traininig Loss: 0.033917, Testing Loss: 0.036394, Best Loss: 0.036284
EPOCH:: 36, Traininig Loss: 0.033963, Testing Loss: 0.036258, Best Loss: 0.036258
EPOCH:: 37, Traininig Loss: 0.033840, Testing Loss: 0.037049, Best Loss: 0.036258
EPOCH:: 38, Traininig Loss: 0.033842, Testing Loss: 0.036184, Best Loss: 0.036184
EPOCH:: 39, Traininig Loss: 0.033855, Testing Loss: 0.036424, Best Loss: 0.036184
EPOCH:: 40, Traininig Loss: 0.033470, Testing Loss: 0.035936, Best Loss: 0.035936
EPOCH:: 41, Traininig Loss: 0.033360, Testing Loss: 0.036403, Best Loss: 0.035936
EPOCH:: 42, Traininig Loss: 0.033234, Testing Loss: 0.035892, Best Loss: 0.035892
EPOCH:: 43, Traininig Loss: 0.033268, Testing Loss: 0.035719, Best Loss: 0.035719
EPOCH:: 44, Traininig Loss: 0.033253, Testing Loss: 0.036050, Best Loss: 0.035719
EPOCH:: 45, Traininig Loss: 0.033115, Testing Loss: 0.035976, Best Loss: 0.035719
EPOCH:: 46, Traininig Loss: 0.033207, Testing Loss: 0.035936, Best Loss: 0.035719
EPOCH:: 47, Traininig Loss: 0.032977, Testing Loss: 0.036099, Best Loss: 0.035719
EPOCH:: 48, Traininig Loss: 0.032972, Testing Loss: 0.035579, Best Loss: 0.035579
EPOCH:: 49, Traininig Loss: 0.032807, Testing Loss: 0.035671, Best Loss: 0.035579
EPOCH:: 50, Traininig Loss: 0.032808, Testing Loss: 0.035796, Best Loss: 0.035579
EPOCH:: 51, Traininig Loss: 0.032745, Testing Loss: 0.035646, Best Loss: 0.035579
EPOCH:: 52, Traininig Loss: 0.032692, Testing Loss: 0.035605, Best Loss: 0.035579
EPOCH:: 53, Traininig Loss: 0.032597, Testing Loss: 0.036273, Best Loss: 0.035579
EPOCH:: 54, Traininig Loss: 0.032540, Testing Loss: 0.035966, Best Loss: 0.035579
EPOCH:: 55, Traininig Loss: 0.032488, Testing Loss: 0.035640, Best Loss: 0.035579
EPOCH:: 56, Traininig Loss: 0.032440, Testing Loss: 0.035593, Best Loss: 0.035579
EPOCH:: 57, Traininig Loss: 0.032421, Testing Loss: 0.035404, Best Loss: 0.035404
EPOCH:: 58, Traininig Loss: 0.032181, Testing Loss: 0.035267, Best Loss: 0.035267
EPOCH:: 59, Traininig Loss: 0.032293, Testing Loss: 0.036148, Best Loss: 0.035267
EPOCH:: 60, Traininig Loss: 0.032342, Testing Loss: 0.035570, Best Loss: 0.035267
EPOCH:: 61, Traininig Loss: 0.032185, Testing Loss: 0.035280, Best Loss: 0.035267
EPOCH:: 62, Traininig Loss: 0.032167, Testing Loss: 0.035475, Best Loss: 0.035267
EPOCH:: 63, Traininig Loss: 0.032079, Testing Loss: 0.035199, Best Loss: 0.035199
EPOCH:: 64, Traininig Loss: 0.031953, Testing Loss: 0.035185, Best Loss: 0.035185
EPOCH:: 65, Traininig Loss: 0.032026, Testing Loss: 0.035413, Best Loss: 0.035185
EPOCH:: 66, Traininig Loss: 0.032052, Testing Loss: 0.035228, Best Loss: 0.035185
EPOCH:: 67, Traininig Loss: 0.031812, Testing Loss: 0.035399, Best Loss: 0.035185
EPOCH:: 68, Traininig Loss: 0.031868, Testing Loss: 0.035564, Best Loss: 0.035185
EPOCH:: 69, Traininig Loss: 0.031912, Testing Loss: 0.035296, Best Loss: 0.035185
EPOCH:: 70, Traininig Loss: 0.031771, Testing Loss: 0.035221, Best Loss: 0.035185
EPOCH:: 71, Traininig Loss: 0.031805, Testing Loss: 0.035736, Best Loss: 0.035185
EPOCH:: 72, Traininig Loss: 0.031835, Testing Loss: 0.034983, Best Loss: 0.034983
EPOCH:: 73, Traininig Loss: 0.031835, Testing Loss: 0.035302, Best Loss: 0.034983
EPOCH:: 74, Traininig Loss: 0.031690, Testing Loss: 0.035209, Best Loss: 0.034983
EPOCH:: 75, Traininig Loss: 0.031660, Testing Loss: 0.034985, Best Loss: 0.034983
EPOCH:: 76, Traininig Loss: 0.031569, Testing Loss: 0.035169, Best Loss: 0.034983
EPOCH:: 77, Traininig Loss: 0.031581, Testing Loss: 0.035064, Best Loss: 0.034983
EPOCH:: 78, Traininig Loss: 0.031466, Testing Loss: 0.035049, Best Loss: 0.034983
EPOCH:: 79, Traininig Loss: 0.031505, Testing Loss: 0.035040, Best Loss: 0.034983
EPOCH:: 80, Traininig Loss: 0.031487, Testing Loss: 0.035282, Best Loss: 0.034983
EPOCH:: 81, Traininig Loss: 0.031516, Testing Loss: 0.035051, Best Loss: 0.034983
EPOCH:: 82, Traininig Loss: 0.031428, Testing Loss: 0.034969, Best Loss: 0.034969
EPOCH:: 83, Traininig Loss: 0.031460, Testing Loss: 0.035052, Best Loss: 0.034969
EPOCH:: 84, Traininig Loss: 0.031369, Testing Loss: 0.034992, Best Loss: 0.034969
EPOCH:: 85, Traininig Loss: 0.031243, Testing Loss: 0.035114, Best Loss: 0.034969
EPOCH:: 86, Traininig Loss: 0.031290, Testing Loss: 0.035043, Best Loss: 0.034969
EPOCH:: 87, Traininig Loss: 0.031435, Testing Loss: 0.035108, Best Loss: 0.034969
EPOCH:: 88, Traininig Loss: 0.031243, Testing Loss: 0.035029, Best Loss: 0.034969
EPOCH:: 89, Traininig Loss: 0.031209, Testing Loss: 0.035367, Best Loss: 0.034969
EPOCH:: 90, Traininig Loss: 0.031303, Testing Loss: 0.034968, Best Loss: 0.034968
EPOCH:: 91, Traininig Loss: 0.031145, Testing Loss: 0.034999, Best Loss: 0.034968
EPOCH:: 92, Traininig Loss: 0.031129, Testing Loss: 0.034860, Best Loss: 0.034860
EPOCH:: 93, Traininig Loss: 0.030991, Testing Loss: 0.034717, Best Loss: 0.034717
EPOCH:: 94, Traininig Loss: 0.031262, Testing Loss: 0.035028, Best Loss: 0.034717
EPOCH:: 95, Traininig Loss: 0.031118, Testing Loss: 0.034897, Best Loss: 0.034717
EPOCH:: 96, Traininig Loss: 0.031062, Testing Loss: 0.035069, Best Loss: 0.034717
EPOCH:: 97, Traininig Loss: 0.031032, Testing Loss: 0.035048, Best Loss: 0.034717
EPOCH:: 98, Traininig Loss: 0.031027, Testing Loss: 0.034905, Best Loss: 0.034717
EPOCH:: 99, Traininig Loss: 0.031046, Testing Loss: 0.034895, Best Loss: 0.034717
EPOCH:: 100, Traininig Loss: 0.030916, Testing Loss: 0.035296, Best Loss: 0.034717
EPOCH:: 101, Traininig Loss: 0.031044, Testing Loss: 0.035043, Best Loss: 0.034717
EPOCH:: 102, Traininig Loss: 0.030953, Testing Loss: 0.034790, Best Loss: 0.034717
EPOCH:: 103, Traininig Loss: 0.030794, Testing Loss: 0.034845, Best Loss: 0.034717
EPOCH:: 104, Traininig Loss: 0.030996, Testing Loss: 0.034961, Best Loss: 0.034717
EPOCH:: 105, Traininig Loss: 0.030863, Testing Loss: 0.034853, Best Loss: 0.034717
EPOCH:: 106, Traininig Loss: 0.030810, Testing Loss: 0.035015, Best Loss: 0.034717
EPOCH:: 107, Traininig Loss: 0.030881, Testing Loss: 0.034883, Best Loss: 0.034717
EPOCH:: 108, Traininig Loss: 0.030897, Testing Loss: 0.034896, Best Loss: 0.034717
EPOCH:: 109, Traininig Loss: 0.030785, Testing Loss: 0.034938, Best Loss: 0.034717
EPOCH:: 110, Traininig Loss: 0.030788, Testing Loss: 0.035058, Best Loss: 0.034717
EPOCH:: 111, Traininig Loss: 0.030751, Testing Loss: 0.035018, Best Loss: 0.034717
EPOCH:: 112, Traininig Loss: 0.030797, Testing Loss: 0.034764, Best Loss: 0.034717
EPOCH:: 113, Traininig Loss: 0.030838, Testing Loss: 0.034981, Best Loss: 0.034717
EPOCH:: 114, Traininig Loss: 0.030763, Testing Loss: 0.034846, Best Loss: 0.034717
EPOCH:: 115, Traininig Loss: 0.030798, Testing Loss: 0.034748, Best Loss: 0.034717
EPOCH:: 116, Traininig Loss: 0.030644, Testing Loss: 0.035099, Best Loss: 0.034717
EPOCH:: 117, Traininig Loss: 0.030681, Testing Loss: 0.034804, Best Loss: 0.034717
EPOCH:: 118, Traininig Loss: 0.030646, Testing Loss: 0.034936, Best Loss: 0.034717
EPOCH:: 119, Traininig Loss: 0.030796, Testing Loss: 0.034904, Best Loss: 0.034717
EPOCH:: 120, Traininig Loss: 0.030637, Testing Loss: 0.034887, Best Loss: 0.034717
EPOCH:: 121, Traininig Loss: 0.030601, Testing Loss: 0.034736, Best Loss: 0.034717
EPOCH:: 122, Traininig Loss: 0.030623, Testing Loss: 0.034860, Best Loss: 0.034717
EPOCH:: 123, Traininig Loss: 0.030627, Testing Loss: 0.034824, Best Loss: 0.034717
EPOCH:: 124, Traininig Loss: 0.030546, Testing Loss: 0.035058, Best Loss: 0.034717
EPOCH:: 125, Traininig Loss: 0.030616, Testing Loss: 0.034811, Best Loss: 0.034717
EPOCH:: 126, Traininig Loss: 0.030665, Testing Loss: 0.034820, Best Loss: 0.034717
EPOCH:: 127, Traininig Loss: 0.030522, Testing Loss: 0.034907, Best Loss: 0.034717
EPOCH:: 128, Traininig Loss: 0.030558, Testing Loss: 0.034762, Best Loss: 0.034717
EPOCH:: 129, Traininig Loss: 0.030520, Testing Loss: 0.034868, Best Loss: 0.034717
EPOCH:: 130, Traininig Loss: 0.030480, Testing Loss: 0.034709, Best Loss: 0.034709
EPOCH:: 131, Traininig Loss: 0.030503, Testing Loss: 0.034891, Best Loss: 0.034709
EPOCH:: 132, Traininig Loss: 0.030473, Testing Loss: 0.034836, Best Loss: 0.034709
EPOCH:: 133, Traininig Loss: 0.030535, Testing Loss: 0.034651, Best Loss: 0.034651
EPOCH:: 134, Traininig Loss: 0.030407, Testing Loss: 0.034746, Best Loss: 0.034651
EPOCH:: 135, Traininig Loss: 0.030405, Testing Loss: 0.034769, Best Loss: 0.034651
EPOCH:: 136, Traininig Loss: 0.030428, Testing Loss: 0.034659, Best Loss: 0.034651
EPOCH:: 137, Traininig Loss: 0.030418, Testing Loss: 0.034718, Best Loss: 0.034651
EPOCH:: 138, Traininig Loss: 0.030436, Testing Loss: 0.034754, Best Loss: 0.034651
EPOCH:: 139, Traininig Loss: 0.030416, Testing Loss: 0.034661, Best Loss: 0.034651
EPOCH:: 140, Traininig Loss: 0.030367, Testing Loss: 0.034768, Best Loss: 0.034651
EPOCH:: 141, Traininig Loss: 0.030393, Testing Loss: 0.034834, Best Loss: 0.034651
EPOCH:: 142, Traininig Loss: 0.030248, Testing Loss: 0.034719, Best Loss: 0.034651
EPOCH:: 143, Traininig Loss: 0.030324, Testing Loss: 0.034855, Best Loss: 0.034651
EPOCH:: 144, Traininig Loss: 0.030363, Testing Loss: 0.034934, Best Loss: 0.034651
EPOCH:: 145, Traininig Loss: 0.030341, Testing Loss: 0.034824, Best Loss: 0.034651
EPOCH:: 146, Traininig Loss: 0.030315, Testing Loss: 0.034692, Best Loss: 0.034651
EPOCH:: 147, Traininig Loss: 0.030321, Testing Loss: 0.034742, Best Loss: 0.034651
EPOCH:: 148, Traininig Loss: 0.030337, Testing Loss: 0.034849, Best Loss: 0.034651
EPOCH:: 149, Traininig Loss: 0.030310, Testing Loss: 0.034786, Best Loss: 0.034651
EPOCH:: 150, Traininig Loss: 0.030279, Testing Loss: 0.034738, Best Loss: 0.034651
EPOCH:: 151, Traininig Loss: 0.030268, Testing Loss: 0.034732, Best Loss: 0.034651
EPOCH:: 152, Traininig Loss: 0.030237, Testing Loss: 0.034756, Best Loss: 0.034651
EPOCH:: 153, Traininig Loss: 0.030282, Testing Loss: 0.035022, Best Loss: 0.034651
EPOCH:: 154, Traininig Loss: 0.030347, Testing Loss: 0.034753, Best Loss: 0.034651
EPOCH:: 155, Traininig Loss: 0.030207, Testing Loss: 0.034953, Best Loss: 0.034651
EPOCH:: 156, Traininig Loss: 0.030257, Testing Loss: 0.034715, Best Loss: 0.034651
EPOCH:: 157, Traininig Loss: 0.030159, Testing Loss: 0.034642, Best Loss: 0.034642
EPOCH:: 158, Traininig Loss: 0.030121, Testing Loss: 0.034725, Best Loss: 0.034642
EPOCH:: 159, Traininig Loss: 0.030200, Testing Loss: 0.034766, Best Loss: 0.034642
EPOCH:: 160, Traininig Loss: 0.030142, Testing Loss: 0.034667, Best Loss: 0.034642
EPOCH:: 161, Traininig Loss: 0.030192, Testing Loss: 0.034949, Best Loss: 0.034642
EPOCH:: 162, Traininig Loss: 0.030192, Testing Loss: 0.035057, Best Loss: 0.034642
EPOCH:: 163, Traininig Loss: 0.030292, Testing Loss: 0.034988, Best Loss: 0.034642
EPOCH:: 164, Traininig Loss: 0.030205, Testing Loss: 0.034578, Best Loss: 0.034578
EPOCH:: 165, Traininig Loss: 0.030043, Testing Loss: 0.034701, Best Loss: 0.034578
EPOCH:: 166, Traininig Loss: 0.030106, Testing Loss: 0.034733, Best Loss: 0.034578
EPOCH:: 167, Traininig Loss: 0.030087, Testing Loss: 0.034808, Best Loss: 0.034578
EPOCH:: 168, Traininig Loss: 0.030113, Testing Loss: 0.034851, Best Loss: 0.034578
EPOCH:: 169, Traininig Loss: 0.030068, Testing Loss: 0.034745, Best Loss: 0.034578
EPOCH:: 170, Traininig Loss: 0.030111, Testing Loss: 0.035037, Best Loss: 0.034578
EPOCH:: 171, Traininig Loss: 0.030105, Testing Loss: 0.034678, Best Loss: 0.034578
EPOCH:: 172, Traininig Loss: 0.030064, Testing Loss: 0.035076, Best Loss: 0.034578
EPOCH:: 173, Traininig Loss: 0.030094, Testing Loss: 0.034748, Best Loss: 0.034578
EPOCH:: 174, Traininig Loss: 0.030116, Testing Loss: 0.034720, Best Loss: 0.034578
EPOCH:: 175, Traininig Loss: 0.030172, Testing Loss: 0.034672, Best Loss: 0.034578
EPOCH:: 176, Traininig Loss: 0.030137, Testing Loss: 0.034858, Best Loss: 0.034578
EPOCH:: 177, Traininig Loss: 0.029986, Testing Loss: 0.034676, Best Loss: 0.034578
EPOCH:: 178, Traininig Loss: 0.030018, Testing Loss: 0.034811, Best Loss: 0.034578
EPOCH:: 179, Traininig Loss: 0.030068, Testing Loss: 0.034774, Best Loss: 0.034578
EPOCH:: 180, Traininig Loss: 0.030044, Testing Loss: 0.034773, Best Loss: 0.034578
EPOCH:: 181, Traininig Loss: 0.029916, Testing Loss: 0.034641, Best Loss: 0.034578
EPOCH:: 182, Traininig Loss: 0.029918, Testing Loss: 0.034606, Best Loss: 0.034578
EPOCH:: 183, Traininig Loss: 0.030029, Testing Loss: 0.034599, Best Loss: 0.034578
EPOCH:: 184, Traininig Loss: 0.029996, Testing Loss: 0.034719, Best Loss: 0.034578
EPOCH:: 185, Traininig Loss: 0.029963, Testing Loss: 0.034738, Best Loss: 0.034578
EPOCH:: 186, Traininig Loss: 0.029990, Testing Loss: 0.034830, Best Loss: 0.034578
EPOCH:: 187, Traininig Loss: 0.030041, Testing Loss: 0.034790, Best Loss: 0.034578
EPOCH:: 188, Traininig Loss: 0.029984, Testing Loss: 0.035008, Best Loss: 0.034578
EPOCH:: 189, Traininig Loss: 0.030129, Testing Loss: 0.034721, Best Loss: 0.034578
EPOCH:: 190, Traininig Loss: 0.029938, Testing Loss: 0.034797, Best Loss: 0.034578
EPOCH:: 191, Traininig Loss: 0.029848, Testing Loss: 0.034815, Best Loss: 0.034578
EPOCH:: 192, Traininig Loss: 0.029863, Testing Loss: 0.034699, Best Loss: 0.034578
EPOCH:: 193, Traininig Loss: 0.029903, Testing Loss: 0.034896, Best Loss: 0.034578
EPOCH:: 194, Traininig Loss: 0.030034, Testing Loss: 0.034703, Best Loss: 0.034578
EPOCH:: 195, Traininig Loss: 0.029895, Testing Loss: 0.034606, Best Loss: 0.034578
EPOCH:: 196, Traininig Loss: 0.029930, Testing Loss: 0.034706, Best Loss: 0.034578
EPOCH:: 197, Traininig Loss: 0.029950, Testing Loss: 0.034865, Best Loss: 0.034578
EPOCH:: 198, Traininig Loss: 0.029993, Testing Loss: 0.034775, Best Loss: 0.034578
EPOCH:: 199, Traininig Loss: 0.029904, Testing Loss: 0.034727, Best Loss: 0.034578
EPOCH:: 200, Traininig Loss: 0.029912, Testing Loss: 0.034583, Best Loss: 0.034578
